actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-08-28 23:47 CEST,3,fair,urban,0,ABREA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,21,0,CHMI,32,17.9,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,urban,0,ACHOA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,15.3,0,CHMI,33,15,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,traffic,0,AKALA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,22.8,0,CHMI,34,27.9,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,suburban,0,AKOBA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,21.4,68.2,CHMI,26,15.5,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,traffic,442,ALEGA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,38.3,0,CHMI,25,18.7,16,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,2,good,traffic,0,ALERA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,25.4,0,Letiste Pr,33,22.8,25,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,suburban,190,ALIBA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,16.5,68.2,CHMI,17.2,13.9,13.5,1.3,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,traffic,0,APRUA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,19.9,0,CHMI,28,20.3,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,urban,0,AREPA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,39.6,0,CHMI,36,20.7,0,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,suburban,0,ARERA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,16.8,0,ZU Usti nL,17,11.4,12,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,urban,0,ARIEA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,18,75.2,CHMI,21,22.9,7,1.3,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,traffic,0,ASMIA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,27.4,0,CHMI,29,26.9,18,0,2018-08-28 23:47:00.0
2018-08-28 23:47 CEST,3,fair,urban,0,ASROA,2018-08-28 20:00:00.0 UTC,2018-08-28 21:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,15.3,0,SZU,17,12.6,12,0,2018-08-28 23:47:00.0
