actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-09-29 23:47 CEST,3,fair,urban,0,ABREA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,64.3,0,CHMI,14,14.6,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,urban,0,ACHOA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,59.3,0,CHMI,11,12.9,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,traffic,0,AKALA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,55.5,0,CHMI,23,15.2,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,suburban,0,AKOBA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,52.6,14.4,CHMI,14,13.2,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,traffic,472,ALEGA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,70.8,0,CHMI,42,36.3,31,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,2,good,traffic,0,ALERA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,33.3,0,Letiste Pr,28,23.6,23,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,suburban,339,ALIBA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,50.3,10.6,CHMI,34.8,14.3,32.9,2.7,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,2,good,traffic,0,APRUA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,32.1,0,CHMI,16,15.8,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,urban,0,AREPA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,66,0,CHMI,29,21.9,0,0,2018-09-29 23:47:00.0
2018-09-29 23:47 CEST,3,fair,suburban,0,ARERA,2018-09-29 20:00:00.0 UTC,2018-09-29 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,41.7,0,ZU Usti nL,65,19.6,52,0,2018-09-29 23:47:00.0
