actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2019-02-11 23:47 CET,1,very good,urban,0,ABREA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,14.2,0,CHMI,17,9,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,urban,0,ACHOA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,9.4,0,CHMI,12,8.3,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,0,Incomplete data,traffic,0,AKALA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,0,0,CHMI,15,20.1,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,suburban,0,AKOBA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,6.3,60.8,CHMI,17,7.5,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,traffic,208,ALEGA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,16.6,0,CHMI,13,6.1,8,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,traffic,0,ALERA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,12.1,0,Letiste Pr,16,7.2,8,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,suburban,236,ALIBA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,9,61.8,CHMI,13,7.2,7.7,2.9,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,traffic,0,APRUA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,14.9,0,CHMI,13,10.5,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,2,good,urban,0,AREPA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,16.6,0,CHMI,21,11.5,0,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,suburban,0,ARERA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.3,0,ZU Usti nL,13,7.2,10,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,urban,0,ARIEA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,13.4,58.5,CHMI,18,8.7,3,1.3,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,2,good,traffic,0,ASMIA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,11.1,0,CHMI,26,10.4,8,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,urban,0,ASROA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,11.3,0,SZU,10,4.4,6,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,urban,0,ASTOA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,66,CHMI,8,7,10,0,2019-02-11 23:47:00.0
2019-02-11 23:47 CET,1,very good,suburban,0,ASUCA,2019-02-11 21:00:00.0 UTC,2019-02-11 22:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,61.6,CHMI,8,8.7,0,0,2019-02-11 23:47:00.0
