actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2019-04-22 23:47 CEST,3,fair,urban,0,ABREA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,13.2,0,CHMI,20,14.9,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,urban,0,ACHOA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,8.6,0,CHMI,13,15.4,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,0,AKALA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,16.3,0,CHMI,35,34.8,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,0,Incomplete data,suburban,0,AKOBA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,11.5,0,CHMI,19,14,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,315,ALEGA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,24.9,0,CHMI,23,23.3,17,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,0,ALERA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,25.3,0,Letiste Pr,30,25,18,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,suburban,256,ALIBA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,7.5,97.4,CHMI,23.3,18.4,17.1,1.3,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,0,APRUA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,9,0,CHMI,20,21.8,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,urban,0,AREPA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,22,0,CHMI,19,24.4,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,suburban,0,ARERA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.7,0,ZU Usti nL,24,21.9,18,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,0,Incomplete data,urban,0,ARIEA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,0,95.2,CHMI,23,19.2,10,3.5,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,0,Incomplete data,traffic,0,ASMIA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,0,0,CHMI,0,,,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,urban,0,ASROA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,6.5,0,SZU,19,16,12,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,urban,0,ASTOA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,103.1,CHMI,23,17,23,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,suburban,0,ASUCA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,103.3,CHMI,16,15.2,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,0,AVRSA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,20,25.1,0,0,2019-04-22 23:47:00.0
2019-04-22 23:47 CEST,3,fair,traffic,0,AVYNA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,17.4,81.2,CHMI,62,23,0,0,2019-04-22 23:47:00.0
2019-04-22 23:24 CEST,3,fair,urban,0,ABREA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,13.2,0,CHMI,20,14.9,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,urban,0,ACHOA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,8.6,0,CHMI,13,15.4,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,0,AKALA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,16.3,0,CHMI,35,34.8,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,0,Incomplete data,suburban,0,AKOBA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,11.5,0,CHMI,19,14,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,315,ALEGA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,24.9,0,CHMI,23,23.3,17,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,0,ALERA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,25.3,0,Letiste Pr,30,25,18,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,suburban,256,ALIBA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,7.5,97.4,CHMI,23.3,18.4,17.1,1.3,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,0,APRUA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,9,0,CHMI,20,21.8,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,urban,0,AREPA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,22,0,CHMI,19,24.4,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,suburban,0,ARERA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.7,0,ZU Usti nL,24,21.9,18,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,0,Incomplete data,urban,0,ARIEA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,0,95.2,CHMI,23,19.2,10,3.5,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,0,Incomplete data,traffic,0,ASMIA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,0,0,CHMI,0,,,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,urban,0,ASROA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,6.5,0,SZU,19,16,12,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,urban,0,ASTOA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,103.1,CHMI,23,17,23,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,suburban,0,ASUCA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,103.3,CHMI,16,15.2,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,0,AVRSA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,20,25.1,0,0,2019-04-22 23:24:00.0
2019-04-22 23:24 CEST,3,fair,traffic,0,AVYNA,2019-04-22 20:00:00.0 UTC,2019-04-22 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,17.4,81.2,CHMI,62,23,0,0,2019-04-22 23:24:00.0
2019-04-22 22:47 CEST,3,fair,urban,0,ABREA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,14.2,0,CHMI,16,14.4,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,urban,0,ACHOA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,7.8,0,CHMI,12,15.3,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,traffic,0,AKALA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,16.5,0,CHMI,43,34.7,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,0,Incomplete data,suburban,0,AKOBA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,10.9,0,CHMI,8,13.9,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,traffic,308,ALEGA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,37.1,0,CHMI,27,23.5,19,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,traffic,0,ALERA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,33.1,0,Letiste Pr,28,24.5,9,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,suburban,246,ALIBA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,9.9,100.7,CHMI,15.1,18,17.1,2.7,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,traffic,0,APRUA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,9.6,0,CHMI,18,22,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,urban,0,AREPA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,25.3,0,CHMI,11,24.7,0,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,3,fair,suburban,0,ARERA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.5,0,ZU Usti nL,22,22.3,17,0,2019-04-22 22:47:00.0
2019-04-22 22:47 CEST,0,Incomplete data,urban,0,ARIEA,2019-04-22 19:00:00.0 UTC,2019-04-22 20:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,0,100.7,CHMI,25,19.3,14,3.2,2019-04-22 22:47:00.0
