actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-12-01 23:48 CET,3,fair,urban,0,ABREA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,43.2,0,CHMI,56,43.4,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,3,fair,urban,0,ACHOA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,20.3,0,CHMI,49,37.3,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,5,poor,traffic,0,AKALA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,32.9,0,CHMI,97,44.8,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,0,Incomplete data,suburban,0,AKOBA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,0,1,CHMI,100,55.3,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,3,fair,traffic,865,ALEGA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,47.6,0,CHMI,53,55.5,51,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,2,good,traffic,0,ALERA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,15.9,0,Letiste Pr,39,37.7,6,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,2,good,suburban,558,ALIBA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,17.8,19,CHMI,37.5,32.1,39.5,1.3,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,3,fair,traffic,0,APRUA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,28.5,0,CHMI,67,46.9,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,5,poor,urban,0,AREPA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,40.7,0,CHMI,99,47,0,0,2018-12-01 23:48:00.0
2018-12-01 23:48 CET,3,fair,suburban,0,ARERA,2018-12-01 21:00:00.0 UTC,2018-12-01 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,35.4,0,ZU Usti nL,65,46.8,64,0,2018-12-01 23:48:00.0
