actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-11-21 23:47 CET,2,good,urban,0,ABREA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,24.1,0,CHMI,35,39.1,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,urban,0,ACHOA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,19.5,0,CHMI,30,38.8,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,traffic,0,AKALA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,21.8,0,CHMI,33,38.5,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,suburban,0,AKOBA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,17.4,17,CHMI,35,41.5,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,traffic,530,ALEGA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,32.9,0,CHMI,38,41.5,35,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,0,Incomplete data,traffic,0,ALERA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,0,0,Letiste Pr,40,48.9,45,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,suburban,449,ALIBA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,23,11,CHMI,35.4,38.1,45.3,3.2,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,traffic,0,APRUA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,17.2,0,CHMI,36,40.4,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,2,good,urban,0,AREPA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,28.7,0,CHMI,33,39.8,0,0,2018-11-21 23:47:00.0
2018-11-21 23:47 CET,3,fair,suburban,0,ARERA,2018-11-21 21:00:00.0 UTC,2018-11-21 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,22.2,0,ZU Usti nL,42,41.6,41,0,2018-11-21 23:47:00.0
