actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2019-02-02 23:47 CET,3,fair,urban,0,ABREA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,37.5,0,CHMI,41,39.7,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,2,good,urban,0,ACHOA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,33.7,0,CHMI,35,42,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,3,fair,traffic,0,AKALA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,38.1,0,CHMI,43,42.8,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,3,fair,suburban,0,AKOBA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,27.9,7.4,CHMI,42,46.2,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,3,fair,traffic,553,ALEGA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,54.5,0,CHMI,39,46.4,37,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,3,fair,traffic,0,ALERA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,25.1,0,Letiste Pr,45,46.5,38,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,2,good,suburban,509,ALIBA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,31.4,9,CHMI,33,41.9,38.4,1.3,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,2,good,traffic,0,APRUA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,44.4,0,CHMI,35,45.4,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,2,good,urban,0,AREPA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,39.2,0,CHMI,35,42.3,0,0,2019-02-02 23:47:00.0
2019-02-02 23:47 CET,3,fair,suburban,0,ARERA,2019-02-02 21:00:00.0 UTC,2019-02-02 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,28.3,0,ZU Usti nL,53,51.2,52,0,2019-02-02 23:47:00.0
