actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-12-09 23:48 CET,1,very good,urban,0,ABREA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,7.1,0,CHMI,8,4.4,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,urban,0,ACHOA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,5.5,0,CHMI,15,3.8,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,AKALA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,23.7,0,CHMI,11,6.8,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,suburban,0,AKOBA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,5,59.7,CHMI,6,4.7,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,177,ALEGA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,9.4,0,CHMI,2,3.1,1,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,ALERA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,6.3,0,Letiste Pr,5,5.8,1,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,suburban,216,ALIBA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,9.9,60.2,CHMI,6.4,4.9,3.3,1.3,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,APRUA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,11.9,0,CHMI,6,4.8,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,0,Incomplete data,urban,0,AREPA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,0,0,CHMI,0,,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,suburban,0,ARERA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,5.5,0,ZU Usti nL,4,4.8,3,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,urban,0,ARIEA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,10.9,60,CHMI,5,5.6,3,1.3,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,ASMIA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,Praha 5-Smichov,12.8,0,CHMI,12,6.3,7,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,0,Incomplete data,urban,0,ASROA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASROA,50.07515,14.472661,Praha 10-Srobarova,0,0,SZU,1,1.8,1,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,urban,0,ASTOA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,Praha 5-Stodulky,0,65.6,CHMI,8,3.7,13,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,suburban,0,ASUCA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,Praha 6-Suchdol,0,65.4,CHMI,5,3.5,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,AVRSA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,Praha 10-Vrsovice,0,0,CHMI,17,5.8,0,0,2018-12-09 23:48:00.0
2018-12-09 23:48 CET,1,very good,traffic,0,AVYNA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,Praha 9-Vysocany,10.1,56.9,CHMI,1,6.3,0,0,2018-12-09 23:48:00.0
2018-12-09 23:28 CET,1,very good,urban,0,ABREA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,7.1,0,CHMI,8,4.4,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,urban,0,ACHOA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,5.5,0,CHMI,15,3.8,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,traffic,0,AKALA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,23.7,0,CHMI,11,6.8,0,0,2018-12-09 23:28:00.0
2018-12-09 23:28 CET,1,very good,suburban,0,AKOBA,2018-12-09 21:00:00.0 UTC,2018-12-09 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,5,59.7,CHMI,6,4.7,0,0,2018-12-09 23:28:00.0
