actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2018-12-26 23:48 CET,1,very good,urban,0,ABREA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,11.5,0,CHMI,8,10.7,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,0,Incomplete data,urban,0,ACHOA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,0,0,CHMI,11,10.1,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,traffic,0,AKALA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,18.4,0,CHMI,5,10.6,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,2,good,suburban,0,AKOBA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,10.1,33.1,CHMI,21,11.3,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,traffic,267,ALEGA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,16.3,0,CHMI,11,11.2,9,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,traffic,0,ALERA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,8.8,0,Letiste Pr,12,14.3,13,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,suburban,279,ALIBA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,12.4,29.3,CHMI,9.6,9.7,9.1,1.3,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,0,Incomplete data,traffic,0,APRUA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,0,0,CHMI,11,10.6,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,urban,0,AREPA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,20.9,0,CHMI,8,11,0,0,2018-12-26 23:48:00.0
2018-12-26 23:48 CET,1,very good,suburban,0,ARERA,2018-12-26 21:00:00.0 UTC,2018-12-26 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,7.3,0,ZU Usti nL,13,13.6,12,0,2018-12-26 23:48:00.0
