actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
,3,fair,urban,0,ABREA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,,22.4,0,CHMI,33,,0,0,2018-07-17 23:47:00.0
,3,fair,urban,0,ACHOA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,,11.5,0,CHMI,19,,0,0,2018-07-17 23:47:00.0
,3,fair,traffic,0,AKALA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,,16.6,0,CHMI,28,,0,0,2018-07-17 23:47:00.0
,3,fair,suburban,0,AKOBA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,,16.1,80,CHMI,30,,0,0,2018-07-17 23:47:00.0
,3,fair,traffic,355,ALEGA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,,54.9,0,CHMI,26,,0,0,2018-07-17 23:47:00.0
,3,fair,traffic,0,ALERA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,,44.2,0,Letiste Pr,57,,0,0,2018-07-17 23:47:00.0
,3,fair,suburban,312,ALIBA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,,13,85.6,CHMI,24,,0,1.3,2018-07-17 23:47:00.0
,3,fair,traffic,0,APRUA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,,12.2,0,CHMI,22,,0,0,2018-07-17 23:47:00.0
,3,fair,urban,0,AREPA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,,45.9,0,CHMI,35,,0,0,2018-07-17 23:47:00.0
,3,fair,urban,0,ARIEA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,,22.2,77,CHMI,27,,0,1.3,2018-07-17 23:47:00.0
,3,fair,traffic,0,ASMIA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,,35,0,CHMI,28,,0,0,2018-07-17 23:47:00.0
,3,fair,urban,0,ASTOA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,,0,71.6,CHMI,25,,0,0,2018-07-17 23:47:00.0
,3,fair,suburban,0,ASUCA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,,0,90,CHMI,34,,0,0,2018-07-17 23:47:00.0
,3,fair,traffic,0,AVRSA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,,0,0,CHMI,34,,0,0,2018-07-17 23:47:00.0
,3,fair,traffic,0,AVYNA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,,22.4,67.2,CHMI,39,,0,0,2018-07-17 23:47:00.0
,3,fair,urban,0,ABREA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,,22.4,0,CHMI,33,,0,0,2018-07-17 23:24:00.0
,3,fair,urban,0,ACHOA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,,11.5,0,CHMI,19,,0,0,2018-07-17 23:24:00.0
,3,fair,traffic,0,AKALA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,,16.6,0,CHMI,28,,0,0,2018-07-17 23:24:00.0
,3,fair,suburban,0,AKOBA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,,16.1,80,CHMI,30,,0,0,2018-07-17 23:24:00.0
,3,fair,traffic,355,ALEGA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,,54.9,0,CHMI,26,,0,0,2018-07-17 23:24:00.0
,3,fair,traffic,0,ALERA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,,44.2,0,Letiste Pr,57,,0,0,2018-07-17 23:24:00.0
,3,fair,suburban,312,ALIBA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,,13,85.6,CHMI,24,,0,1.3,2018-07-17 23:24:00.0
,3,fair,traffic,0,APRUA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,,12.2,0,CHMI,22,,0,0,2018-07-17 23:24:00.0
,3,fair,urban,0,AREPA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,,45.9,0,CHMI,35,,0,0,2018-07-17 23:24:00.0
,3,fair,urban,0,ARIEA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,,22.2,77,CHMI,27,,0,1.3,2018-07-17 23:24:00.0
,3,fair,traffic,0,ASMIA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,,35,0,CHMI,28,,0,0,2018-07-17 23:24:00.0
,3,fair,urban,0,ASTOA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,,0,71.6,CHMI,25,,0,0,2018-07-17 23:24:00.0
,3,fair,suburban,0,ASUCA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,,0,90,CHMI,34,,0,0,2018-07-17 23:24:00.0
,3,fair,traffic,0,AVRSA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,,0,0,CHMI,34,,0,0,2018-07-17 23:24:00.0
,3,fair,traffic,0,AVYNA,2018-07-17 20:00:00.0 UTC,2018-07-17 21:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,,22.4,67.2,CHMI,39,,0,0,2018-07-17 23:24:00.0
,3,fair,urban,0,ABREA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,,18.7,0,CHMI,20,,0,0,2018-07-17 22:47:00.0
,3,fair,urban,0,ACHOA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,,13.6,0,CHMI,16,,0,0,2018-07-17 22:47:00.0
,3,fair,traffic,0,AKALA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,,21,0,CHMI,27,,0,0,2018-07-17 22:47:00.0
,3,fair,suburban,0,AKOBA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,,18.7,87.4,CHMI,28,,0,0,2018-07-17 22:47:00.0
,4,suitable,traffic,341,ALEGA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,,100.6,0,CHMI,27,,0,0,2018-07-17 22:47:00.0
,3,fair,traffic,0,ALERA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,,31.4,0,Letiste Pr,42,,0,0,2018-07-17 22:47:00.0
,3,fair,suburban,302,ALIBA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,,14,104.9,CHMI,15.4,,0,1.3,2018-07-17 22:47:00.0
,3,fair,traffic,0,APRUA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,,25.8,0,CHMI,20,,0,0,2018-07-17 22:47:00.0
,3,fair,urban,0,AREPA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,,43.8,0,CHMI,19,,0,0,2018-07-17 22:47:00.0
,3,fair,urban,0,ARIEA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,,27.5,83,CHMI,15,,0,1.3,2018-07-17 22:47:00.0
,3,fair,traffic,0,ASMIA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ASMIA,50.073135,14.398141,,53.6,0,CHMI,21,,0,0,2018-07-17 22:47:00.0
,3,fair,urban,0,ASTOA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ASTOA,50.046131,14.331413,,0,106.5,CHMI,20,,0,0,2018-07-17 22:47:00.0
,3,fair,suburban,0,ASUCA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ASUCA,50.12653,14.384639,,0,106.7,CHMI,14,,0,0,2018-07-17 22:47:00.0
,3,fair,traffic,0,AVRSA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AVRSA,50.066429,14.446152,,0,0,CHMI,29,,0,0,2018-07-17 22:47:00.0
,3,fair,traffic,0,AVYNA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AVYNA,50.11108,14.503096,,52.2,58.3,CHMI,37,,0,0,2018-07-17 22:47:00.0
,3,fair,urban,0,ABREA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,,18.7,0,CHMI,20,,0,0,2018-07-17 22:24:00.0
,3,fair,urban,0,ACHOA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,,13.6,0,CHMI,16,,0,0,2018-07-17 22:24:00.0
,3,fair,traffic,0,AKALA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,,21,0,CHMI,27,,0,0,2018-07-17 22:24:00.0
,3,fair,suburban,0,AKOBA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,,18.7,87.4,CHMI,28,,0,0,2018-07-17 22:24:00.0
,4,suitable,traffic,341,ALEGA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,,100.6,0,CHMI,27,,0,0,2018-07-17 22:24:00.0
,3,fair,traffic,0,ALERA,2018-07-17 19:00:00.0 UTC,2018-07-17 20:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,,31.4,0,Letiste Pr,42,,0,0,2018-07-17 22:24:00.0
