actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
,3,fair,urban,,ABREA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,,27.9,,CHMI,27,,,,2018-06-15 23:47:00.0
,3,fair,urban,,ACHOA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,,25.4,,CHMI,30,,,,2018-06-15 23:47:00.0
,3,fair,traffic,,AKALA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,,64.7,,CHMI,51,,,,2018-06-15 23:47:00.0
,3,fair,suburban,,AKOBA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,,16.1,99.4,CHMI,24,,,,2018-06-15 23:47:00.0
,3,fair,traffic,474,ALEGA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,,98.7,,CHMI,27,,,,2018-06-15 23:47:00.0
,3,fair,traffic,,ALERA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,,40.2,,Letiste Pr,43,,,,2018-06-15 23:47:00.0
,3,fair,suburban,211,ALIBA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,,38.8,68.2,CHMI,21.2,,,2.9,2018-06-15 23:47:00.0
,3,fair,traffic,,APRUA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,,76.7,,CHMI,29,,,,2018-06-15 23:47:00.0
,3,fair,urban,,AREPA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,,69.6,,CHMI,42,,,,2018-06-15 23:47:00.0
,2,good,urban,,ARIEA,2018-06-15 20:00:00.0 UTC,2018-06-15 21:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,,43.4,62.6,CHMI,33,,,4,2018-06-15 23:47:00.0
