actualized,aqi,aqiDescription,classif,CO,Code,DateFromUTC,DateToUTC,domain_name,identifier,latitude,longitude,name,NO2,O3,owner,PM10,PM10_24,PM2_5,SO2,source_timestamp
2019-02-24 23:47 CET,3,fair,urban,0,ABREA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ABREA,50.084385,14.380116,Praha 6-Brevnov,68.9,0,CHMI,39,34.6,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,2,good,urban,0,ACHOA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ACHOA,50.03017,14.51745,Praha 4-Chodov,25.4,0,CHMI,40,33.8,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,traffic,0,AKALA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,AKALA,50.094238,14.442049,Praha 8-Karlin,59.3,0,CHMI,65,48.4,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,suburban,0,AKOBA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,AKOBA,50.122189,14.467578,Praha 8-Kobylisy,70.6,2.8,CHMI,55,44.4,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,traffic,726,ALEGA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ALEGA,50.072388,14.430673,Praha 2-Legerova,60.8,0,CHMI,62,51.9,52,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,2,good,traffic,0,ALERA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ALERA,50.107086,14.257226,Letiste Praha,26.8,0,Letiste Pr,36,41.7,31,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,suburban,428,ALIBA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ALIBA,50.007305,14.445933,Praha 4-Libus,32.5,28.5,CHMI,42.1,39.9,44.2,7.7,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,traffic,0,APRUA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,APRUA,50.062298,14.53782,Praha 10-Prumyslova,70,0,CHMI,64,45.3,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,urban,0,AREPA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,AREPA,50.088066,14.42922,Praha 1-n. Republiky,55.1,0,CHMI,46,42.7,0,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,5,poor,suburban,0,ARERA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ARERA,50.030418,14.309517,Praha 5-Reporyje,51.5,0,ZU Usti nL,112,69.5,107,0,2019-02-24 23:47:00.0
2019-02-24 23:47 CET,3,fair,urban,0,ARIEA,2019-02-24 21:00:00.0 UTC,2019-02-24 22:00:00.0 UTC,airqualityreports,ARIEA,50.081482,14.442692,Praha 2-Riegrovy sady,62.9,8.2,CHMI,41,39.8,39,0,2019-02-24 23:47:00.0
